ticker,seg1d,base,std,r_ovs,r_mid,r_cross,r_green3,r_panic3,r_gapsoft,r_z11,wtop
PTEN,⚡panic,-0.222,10.446,4.634,-0.502,-1.922,-1.845,4.465,-0.579,-0.954,
PTGX,🎲chase,1.779,14.346,-3.377,-1.657,-2.736,-0.344,-5.552,-1.217,-3.714,
PTLO,⚡panic,-2.017,10.528,-0.708,0.419,1.163,-0.874,0.894,-1.782,1.817,
PTON,⚡panic,-2.665,15.761,-0.361,-1.05,1.045,-0.713,2.185,,,
PUBM,🎲chase,-0.483,13.04,4.001,-2.161,0.605,-0.329,-1.054,,-2.256,
PWP,🎲chase,0.333,10.548,0.755,0.087,3.146,1.692,1.217,,-0.714,
PYPL,🏦majority,-0.459,8.269,0.783,-0.181,0.364,0.401,0.78,0.077,-0.689,
PZZA,🎲chase,-1.059,7.896,0.959,-0.692,0.848,1.141,-0.394,0.234,0.005,-6.672
QCOM,🏦majority,-0.088,8.066,0.384,-0.443,-0.838,0.333,-0.748,0.842,2.201,
QCRH,🏦majority,0.76,6.809,1.036,0.996,0.698,-0.33,,,0.875,
QDEL,⚡panic,-1.121,10.87,1.209,-0.33,0.045,-1.067,1.587,-3.59,0.656,-1.879
QLYS,🏦majority,0.354,7.975,1.537,-0.285,-0.274,-0.128,4.309,0.343,0.093,
QNST,🏦majority,-0.064,11.201,2.911,2.732,-0.325,-0.693,-1.025,,-2.806,
QRVO,🏦majority,-0.098,7.519,1.431,-0.224,-2.924,0.688,1.585,0.449,0.488,-4.702
QS,🎰lottery,-1.913,16.721,2.913,-0.74,0.959,-0.263,2.49,0.031,-4.213,-17.051
QTRX,⚡panic,-0.73,13.981,3.771,1.206,-1.337,-2.158,3.556,-4.038,1.848,
QURE,⚡panic,-0.925,19.132,-0.956,1.42,2.154,-6.379,1.65,-2.603,-0.639,
RACE,🏦majority,0.674,5.817,1.674,0.117,0.746,0.402,0.462,0.089,-0.703,
RARE,🎲chase,-0.638,10.079,1.569,-0.589,1.845,0.485,-3.161,1.862,-4.602,-7.24
RBLX,🎲chase,0.424,12.679,0.507,-1.522,-0.244,0.519,1.139,-0.704,1.187,
RCKT,⚡panic,-2.536,13.561,2.436,-0.556,-2.096,-3.42,0.639,,-0.562,
RCL,🎲chase,1.426,9.564,1.03,-0.594,1.187,1.999,1.439,-0.301,1.808,
RDNT,🏦majority,0.586,8.527,4.481,-0.699,0.284,0.032,1.729,1.255,-1.058,-5.891
RDWR,🏦majority,0.459,8.663,2.722,1.512,0.29,0.024,3.169,-1.014,-2.444,
REG,🏦majority,0.58,3.901,1.351,0.116,-0.779,-1.104,1.709,-0.352,-0.87,
REGN,🏦majority,0.348,5.975,-0.178,0.482,-1.33,-0.026,-0.777,0.547,-0.163,-0.882
RELY,🎲chase,0.251,11.804,-2.719,-0.128,1.086,1.853,-3.845,2.694,-2.773,
REPL,⚡panic,-1.375,15.621,-1.065,-0.055,0.734,-0.267,2.214,-0.204,2.789,
REYN,🏦majority,-0.184,4.041,1.283,-0.155,-0.183,-0.853,1.068,0.153,0.756,
RGEN,⚡panic,-0.536,9.533,0.617,0.813,-4.309,-0.16,3.724,0.04,2.212,
RGLD,🎲chase,0.399,6.439,0.05,-0.744,1.652,0.519,0.923,4.043,2.178,-4.717
RGNX,⚡panic,-1.057,15.17,2.953,0.482,-1.9,-1.843,2.098,-1.191,-10.262,
RIGL,🎲chase,-1.326,20.323,3.264,0.248,1.956,4.287,-1.053,,,
RILY,⚡panic,-1.827,15.895,2.672,0.072,-2.559,-2.507,2.164,-0.918,2.469,-10.262
RIOT,🎲chase,0.637,18.638,1.065,-0.091,3.271,0.431,-1.553,3.941,4.421,
RIVN,⚡panic,-1.18,14.625,3.686,0.645,1.087,0.559,-0.419,,-5.923,
RKLB,🎲chase,0.567,18.343,4.12,-3.484,-0.077,2.933,-3.676,,-4.281,
RLAY,⚡panic,-0.836,14.696,2.444,-0.07,1.61,0.541,3.03,8.293,-2.992,
RMBS,🏦majority,1.344,10.812,0.556,1.154,0.79,-0.201,2.6,-2.016,1.119,
RNA,🎲chase,0.285,16.389,-4.032,-0.978,1.29,-1.578,-3.201,4.818,6.374,
RNW,⚡panic,-0.501,8.743,3.912,-0.088,0.501,0.15,3.492,1.383,,
ROAD,🏦majority,1.125,8.873,1.171,0.371,0.039,1.263,1.891,-2.72,1.992,
ROCK,🏦majority,-0.142,7.439,-0.07,-0.137,0.585,-0.01,-0.255,0.163,0.921,
ROIV,🏦majority,1.503,10.324,3.639,1.135,-0.329,-0.984,3.462,-2.97,0.902,
ROKU,🎲chase,-0.157,11.779,0.514,-0.86,-1.691,1.191,-0.077,1.894,4.171,-3.765
ROOT,⚡panic,-3.379,19.587,0.901,-0.438,-0.081,-0.794,-0.022,-0.261,,
ROP,🏦majority,0.076,4.142,0.15,0.312,-0.614,-0.364,2.101,0.714,-0.543,
ROST,🏦majority,0.669,5.413,-0.533,-0.143,-1.744,-1.429,-1.333,-0.625,-1.196,
RPAY,🎲chase,-1.239,10.465,-0.853,-0.819,-0.304,-0.96,0.316,,1.853,
RPD,🎰lottery,-0.705,11.954,0.552,-0.096,0.497,0.776,-1.225,-2.537,1.898,-10.751
RPRX,🏦majority,0.465,4.501,1.149,-0.428,-0.92,-0.058,-0.682,0.242,-0.071,
RRR,🏦majority,0.514,6.836,3.504,-0.245,-0.514,-0.942,0.946,,-0.295,-10.767
RTX,🏦majority,0.68,4.457,0.763,-0.12,0.805,-1.246,1.734,0.625,2.865,
RUM,⚡panic,-2.259,15.964,2.061,-0.514,1.515,-2.461,-0.082,,-6.864,
RUN,⚡panic,-0.791,17.092,4.259,0.404,0.116,-2.741,2.282,9.414,-0.623,-5.48
RUSHA,🏦majority,0.922,5.888,2.455,0.209,0.654,-0.284,1.316,-0.112,-0.438,
RVMD,🎲chase,0.617,11.927,2.09,-1.439,4.331,0.288,-0.755,0.531,-0.015,
RXRX,⚡panic,-2.098,17.57,2.064,-0.203,-3.797,-4.356,2.604,1.442,,
RXST,🎲chase,-0.333,13.346,-0.295,-3.023,2.165,1.597,-0.499,1.6,-2.103,
RYTM,⚡panic,0.79,14.022,1.566,1.457,-1.535,0.016,1.77,3.174,-3.261,
SAFT,🏦majority,-0.504,5.663,1.908,0.746,0.936,-0.415,2.01,1.322,,
SAIA,🏦majority,0.847,9.748,0.722,0.441,-0.967,1.159,1.265,-1.849,-0.163,
SAIC,🏦majority,0.562,5.837,0.632,-0.267,0.034,0.846,-1.054,1.246,0.596,
SANM,🏦majority,0.703,8.157,2.813,1.024,-0.039,-0.748,2.849,2.937,-2.165,
SATS,⚡panic,0.087,12.949,2.741,1.292,0.959,-2.988,1.903,-3.874,3.468,
SBAC,🏦majority,-0.403,5.77,1.091,-0.347,-0.558,-0.207,0.793,,0.589,
SBCF,🏦majority,-0.502,6.268,1.453,0.779,0.825,-0.107,2.164,,-0.749,
SBGI,⚡panic,-1.106,10.081,5.619,1.671,-0.439,-2.7,2.069,0.328,3.242,-10.752
SBLK,🏦majority,0.959,8.026,0.094,0.621,1.061,1.304,1.773,1.177,-3.263,
SBRA,🏦majority,0.377,4.941,1.22,0.634,0.546,-0.162,0.913,,1.727,
SBUX,🏦majority,0.153,5.626,0.824,0.109,-0.912,-0.921,1.11,-0.946,-1.019,
SCHL,🏦majority,0.298,7.882,2.929,0.739,0.067,1.112,0.612,1.24,1.116,
SCHW,🏦majority,0.48,6.444,1.547,-0.01,-0.427,-0.497,1.478,-0.322,-0.093,0.137
SCSC,🏦majority,0.891,7.756,-0.715,1.159,0.031,1.762,2.202,-1.785,-2.343,-1.579
SCVL,🏦majority,-0.543,8.302,2.212,0.493,1.767,0.027,-0.601,-2.408,0.436,
SDGR,🎰lottery,-1.286,11.993,1.953,-0.15,-1.232,-0.473,0.444,-1.714,0.729,-18.1
SEDG,🎰lottery,-1.322,16.041,-0.484,2.37,0.529,-1.277,-0.47,-0.662,1.911,-16.011
SEIC,🏦majority,0.344,4.434,1.208,0.238,-1.214,-0.155,1.108,-0.609,1.531,-1.798
SEMR,⚡panic,0.018,14.931,3.581,0.584,-0.162,-0.999,-0.245,-4.732,2.898,
SFM,🏦majority,1.104,7.481,-0.122,-0.553,0.086,-0.323,-1.504,-1.002,-0.12,
SFNC,🎲chase,-0.289,5.987,0.489,0.052,1.613,0.595,-0.774,1.944,-1.561,
SGML,🎰lottery,-1.012,16.474,-0.1,1.694,0.167,1.305,0.703,-1.602,4.442,-14.196
SGRY,⚡panic,-0.744,10.132,2.184,0.388,0.85,-2.506,2.701,3.461,1.715,
SHC,🏦majority,-0.178,10.946,-0.291,0.277,0.457,-0.694,0.717,,-2.584,-2.322
SHLS,⚡panic,0.049,14.622,3.152,-0.035,0.255,-3.596,-1.284,3.257,0.757,
SHOO,🏦majority,0.229,7.17,1.707,-0.258,-0.018,-0.923,1.492,-0.772,-1.038,
SHOP,🏦majority,0.958,11.94,0.581,0.39,1.334,-1.571,1.151,-3.438,-0.23,
SIBN,⚡panic,-0.228,11.78,1.602,-0.457,-1.103,-1.041,1.59,,1.748,
SIGI,🏦majority,0.139,4.58,2.295,0.626,0.094,-1.085,1.599,-1.245,2.113,-5.992
SIRI,🏦majority,-0.494,8.257,-2.037,0.843,0.98,0.76,-1.119,-1.218,2.02,-1.463
SITM,🎲chase,1.24,14.858,2.142,1.766,2.481,-0.77,-0.911,5.047,1.008,-6.656
SKWD,🏦majority,1.059,6.622,1.496,0.314,0.569,0.819,,1.926,,
SKYT,⚡panic,-1.302,21.135,3.942,0.052,3.868,0.452,3.64,-4.887,-5.211,
SKYW,🏦majority,1.296,8.359,0.106,-0.425,-0.004,0.194,-0.285,0.138,0.044,
SLAB,🏦majority,-0.152,9.508,1.511,-0.108,-0.319,0.216,-0.116,0.678,-0.117,-8.358
SLB,🏦majority,0.36,7.528,2.767,0.695,-0.781,-1.278,1.842,2.315,-0.411,
SLM,🏦majority,0.16,6.913,-0.369,0.576,0.066,-0.624,1.872,-0.114,-0.223,
SLP,🎲chase,-0.306,11.551,-0.66,0.252,3.227,0.054,-2.032,-2.898,-0.456,-10.791
SMCI,⚡panic,1.861,19.135,1.828,0.786,-6.663,-1.384,-2.171,2.658,-0.652,
SMPL,🏦majority,-0.547,6.57,1.907,-0.226,-0.361,-0.647,1.037,-1.217,0.406,
SMTC,🎲chase,1.029,13.031,-2.236,0.055,-1.12,-0.28,-0.491,-1.176,-0.605,
SNBR,🎰lottery,-2.523,18.228,1.299,-0.365,-0.553,1.248,0.393,,-8.55,-23.27
SNDX,🎲chase,0.336,10.716,1.619,-0.037,-0.437,1.202,0.274,0.912,-0.629,
SNEX,🏦majority,1.841,8.201,2.213,1.948,0.75,-0.421,2.639,0.576,-0.223,
SNOW,🏦majority,0.554,11.23,1.022,-1.184,-3.361,-0.421,0.537,,1.041,
SNPS,🎲chase,0.828,7.596,2.803,-0.86,1.804,-0.16,-1.844,0.331,-1.221,
SO,🏦majority,0.631,3.561,0.501,-0.082,-0.076,0.024,-0.039,-0.323,-1.355,
SOFI,⚡panic,-0.112,12.764,0.21,-0.2,-1.7,-1.638,0.258,-1.413,-6.668,-0.308
SONO,🎲chase,-0.669,9.317,-0.174,-0.004,1.862,1.378,-1.384,0.669,0.563,
SPGI,🏦majority,0.606,5.021,0.935,-0.265,0.214,-0.036,-0.355,1.661,0.871,-0.165
SPOT,🎲chase,0.964,9.039,-0.906,-1.143,0.414,0.756,-2.135,0.946,1.973,-2.746
SPSC,🏦majority,0.536,7.792,3.106,0.046,-0.892,0.425,3.679,1.695,-0.396,
SPT,⚡panic,-1.16,12.186,-0.843,0.613,0.61,-0.703,0.787,3.235,-1.837,0.865
SRAD,🏦majority,0.608,12.635,1.507,1.037,1.567,-0.089,-0.117,,-6.403,
SRPT,⚡panic,-0.115,12.978,2.538,1.204,-1.702,-1.516,3.19,-0.882,2.415,
SRRK,⚡panic,-1.143,17.484,2.424,0.267,0.467,-2.235,2.774,3.001,0.492,
SSNC,🏦majority,0.399,4.737,0.789,-0.134,0.419,-0.896,1.009,0.141,-0.886,
SSRM,🎲chase,0.362,10.276,-1.212,0.758,0.197,1.603,0.794,6.539,-1.84,
SSYS,⚡panic,-1.546,10.709,0.632,0.572,0.727,-2.266,-0.315,1.366,1.063,
STAA,⚡panic,-1.885,11.778,3.428,-1.352,-1.869,1.289,0.915,-0.317,0.66,
STBA,🏦majority,0.294,6.515,0.546,0.852,1.966,-0.184,2.434,3.056,-1.027,
STEP,🎲chase,0.876,8.083,1.02,-1.416,0.648,-0.217,-0.966,-0.008,-5.011,-5.5
STLD,🏦majority,1.383,7.509,4.284,-0.085,-0.354,-0.81,2.734,-0.892,-0.924,
STNE,🎲chase,-0.94,12.35,-0.146,-0.172,1.694,0.218,-0.201,6.47,0.754,
STOK,⚡panic,0.428,18.812,9.03,-0.137,0.611,-2.419,-0.123,,,
STRA,🏦majority,0.273,6.623,0.173,1.148,-0.079,-1.43,0.357,-0.726,-0.209,
STRL,🎰lottery,1.77,11.969,0.458,-0.332,-1.432,0.412,1.4,1.876,-1.28,-23.04
STX,🎰lottery,1.396,9.805,-0.967,-0.338,0.402,0.196,0.612,-3.317,0.421,-13.204
STZ,🏦majority,-0.382,4.612,0.375,-0.21,-0.327,0.436,0.645,0.685,-0.197,
SUPN,🏦majority,0.63,6.595,0.464,0.086,-0.597,-0.386,1.196,-0.265,-2.435,
SVC,⚡panic,-1.86,11.816,2.589,0.695,-2.492,-1.292,0.862,,3.181,
SWBI,🏦majority,0.0,9.379,0.911,0.0,-0.66,-0.713,0.711,0.08,-0.863,
SWKS,🏦majority,-0.576,7.259,2.144,-0.492,-0.66,1.501,1.508,-0.639,1.147,-6.139
SYBT,🏦majority,0.48,6.441,-0.27,-0.795,0.918,0.035,0.229,,2.279,
SYK,🏦majority,0.476,4.632,1.163,0.438,0.12,-0.235,1.068,0.318,-1.708,-1.236
SYM,🏦majority,2.011,17.468,2.133,-1.022,-2.307,0.838,1.389,-5.498,-3.946,
SYNA,🏦majority,-0.281,10.377,3.85,-0.153,-0.446,0.281,-0.193,-0.691,-1.423,
T,🏦majority,0.0,5.177,-0.386,-0.417,1.272,0.483,0.317,-1.512,3.08,
TARS,🏦majority,2.035,13.744,5.675,-0.776,-0.232,3.981,4.014,-1.988,,
TASK,⚡panic,-0.793,15.434,0.205,-0.652,-2.234,-0.854,-0.038,-4.344,,
TBBK,🏦majority,0.888,9.05,1.718,0.482,1.794,-0.919,2.402,-1.37,3.593,-7.108
TBPH,🏦majority,0.599,9.995,3.039,0.851,-1.01,-1.553,,,-1.071,
TCBI,🏦majority,0.453,6.254,1.819,1.087,-0.089,-0.418,1.965,0.529,-0.671,
TCBK,🏦majority,0.334,7.158,-0.576,1.053,1.003,0.579,0.079,-3.201,-0.761,
TCMD,🎲chase,0.098,16.305,-2.901,-3.083,-1.928,-2.006,-3.332,,2.013,
TEAM,⚡panic,-0.338,11.91,1.756,-0.724,-1.876,0.054,0.862,-1.946,0.748,
TECH,🏦majority,-0.521,7.764,2.104,0.496,1.082,0.705,1.934,-1.679,6.172,-9.208
TENB,🏦majority,-0.058,8.922,1.669,0.035,-0.507,-0.273,2.982,-1.467,0.673,
TER,🏦majority,0.94,9.61,0.087,-0.266,-1.08,-1.311,0.989,3.268,-0.756,
TFSL,🏦majority,-0.711,5.465,0.484,-0.281,0.286,0.859,1.077,-0.281,4.659,
TGT,🏦majority,0.082,6.477,0.625,-0.728,0.046,0.777,0.31,0.076,-2.3,-0.969
TGTX,🎲chase,0.421,16.862,2.198,-0.558,-1.603,1.813,-5.046,-2.198,,
TH,🎲chase,1.045,15.746,2.966,-0.38,2.135,2.394,-0.738,,1.629,
THRM,🏦majority,-0.299,7.627,-0.045,0.691,-0.235,-2.002,1.426,0.023,-0.908,
THRY,🎰lottery,-1.982,10.096,1.466,-0.36,-0.441,1.741,-0.574,,-3.307,-11.97
TILE,🏦majority,1.208,9.608,-0.541,1.336,0.103,-1.303,1.48,-1.475,-1.208,
TITN,⚡panic,-0.677,11.321,3.017,1.415,-0.097,0.342,3.287,,-1.59,
TJX,🏦majority,1.11,3.932,0.978,0.435,-0.402,-0.695,2.128,-0.336,0.355,
TLRY,⚡panic,-4.324,16.387,3.604,-0.327,-0.741,-3.858,3.674,,,
TM,🏦majority,-0.022,5.252,-0.376,0.572,0.443,0.357,0.474,,-0.515,-5.523
TMCI,🎲chase,-1.503,14.617,-1.164,-0.867,1.616,0.369,1.548,,,
TMDX,🏦majority,0.892,14.502,-2.745,1.475,-3.099,-0.269,1.065,-0.505,0.984,
TMO,🏦majority,0.34,5.196,-0.976,-0.599,0.568,0.549,-0.241,-0.342,0.575,
TMUS,🏦majority,0.019,4.63,0.382,-0.161,0.424,-0.613,1.126,0.385,-1.915,-2.691
TNDM,🎲chase,-0.29,13.749,1.175,-1.653,2.62,-0.839,1.974,0.565,2.54,-6.1
TNXP,⚡panic,-7.132,26.064,2.583,-0.716,0.0,-5.818,0.811,,1.508,
TOST,🏦majority,0.309,11.231,-0.258,0.095,-0.196,-0.214,0.766,-3.45,-0.907,
TOWN,🏦majority,-0.295,5.027,1.438,0.295,0.419,-1.14,1.426,-0.358,-0.139,
TPG,🏦majority,0.446,8.213,-1.035,0.69,0.365,-0.629,0.44,0.589,1.737,
TREE,🎰lottery,-2.022,16.005,1.323,-0.074,0.486,2.709,-0.177,-8.369,-2.408,-12.531
TRI,🏦majority,0.361,5.552,0.539,-0.873,0.608,0.513,0.567,0.549,-1.085,
TRIN,🏦majority,0.21,5.527,0.951,-0.138,-0.783,-0.852,0.36,0.028,0.63,
TRIP,⚡panic,-0.674,10.435,1.608,0.921,-0.859,0.172,0.703,,-1.396,
TRMB,🏦majority,0.057,6.404,1.649,0.027,-1.414,1.166,-1.298,1.451,-0.741,
TRMD,🏦majority,1.514,9.889,-2.493,0.767,-0.427,0.975,-0.829,0.424,0.534,-7.496
TRMK,🏦majority,0.25,5.594,1.356,0.217,0.568,1.174,0.673,,-0.898,
TRNS,🏦majority,0.499,10.896,4.341,2.171,0.516,-0.663,0.998,-5.531,-1.127,
TROW,🏦majority,-0.122,5.456,-0.748,-0.498,0.443,0.372,-0.259,-0.588,-0.738,
TRS,🏦majority,0.623,6.982,3.898,0.117,-0.223,-0.623,4.629,,1.404,
TRUP,⚡panic,-1.005,12.302,3.674,-0.943,-2.047,-0.242,-0.177,0.495,-3.446,
TSCO,🏦majority,0.478,5.23,-0.044,0.447,-1.748,-1.114,1.088,-2.096,2.484,
TSEM,🎲chase,0.979,9.292,-2.536,-0.329,1.099,-0.28,-1.801,0.64,0.111,
TSLA,🎲chase,0.073,12.334,3.201,-1.014,-0.289,1.019,0.049,-2.588,-0.594,-3.26
TTD,🏦majority,0.331,12.677,-0.239,-0.052,-1.37,-0.103,-0.691,-3.166,-0.949,-4.525
TTEK,🏦majority,0.446,6.186,-0.414,-0.232,-0.213,-0.505,-0.804,0.177,0.842,
TTGT,⚡panic,-2.572,10.971,0.894,0.64,0.185,0.695,0.66,-2.425,,
TTMI,🎲chase,1.007,10.47,-1.834,-0.294,-0.171,0.8,-2.46,0.986,-1.043,-2.676
TTWO,🏦majority,0.519,6.117,3.079,0.475,-0.727,0.742,-0.177,-0.001,-0.054,
TVTX,⚡panic,0.792,13.137,2.28,-0.619,-1.023,-1.345,-0.006,0.709,-2.112,-9.798
TW,🏦majority,0.318,5.314,-1.707,0.159,0.233,-0.04,0.689,-0.353,1.349,-1.248
TWLO,🎲chase,-0.079,11.271,1.688,-1.583,0.045,0.418,-0.313,-0.384,-1.826,
TWST,🎰lottery,-0.352,14.665,0.57,-1.264,1.766,0.217,5.378,4.3,1.353,-24.519
TXG,🎰lottery,-0.469,13.181,-2.085,-0.092,1.508,0.882,-1.775,-1.94,-1.393,-13.133
TXN,🏦majority,0.053,6.12,0.37,0.223,-0.016,-0.411,1.584,2.032,-0.213,
TXRH,🏦majority,0.545,5.182,0.17,0.232,-1.536,-0.677,1.367,-0.32,0.102,
U,🎲chase,-0.43,14.664,1.557,-2.467,2.252,-0.784,-1.875,-1.916,1.556,-7.903
UAL,🏦majority,1.134,9.67,-0.55,1.259,-0.611,-0.28,0.991,-0.56,-1.694,
UBER,🏦majority,-0.135,8.657,1.453,0.003,-0.67,0.749,2.188,0.061,1.774,
UBSI,🏦majority,0.118,5.386,2.212,0.213,0.447,0.138,2.031,0.345,-1.024,
UCTT,⚡panic,0.306,11.877,2.331,-0.196,-2.543,-1.943,-2.008,-0.582,-2.221,-7.666
UFPI,🏦majority,0.03,6.363,1.003,0.616,-1.01,0.323,1.467,0.208,0.037,
UFPT,🏦majority,0.548,9.202,0.544,0.537,1.384,-0.665,-0.053,-4.056,1.021,
ULCC,🎲chase,-1.638,12.488,0.225,0.192,-0.216,1.739,-1.524,,-3.42,
ULTA,🏦majority,0.616,6.557,0.158,-0.177,0.411,0.159,0.157,1.377,2.744,
UMBF,🏦majority,0.41,6.076,0.744,0.083,0.341,-0.687,0.812,0.82,1.068,
UNH,🏦majority,0.509,6.617,1.389,0.275,-0.631,-0.556,1.003,-1.668,-0.1,1.303
UNIT,🏦majority,-0.558,8.989,0.767,0.307,1.6,-0.433,3.255,,-2.818,
UPBD,⚡panic,-0.037,8.579,1.837,0.12,-0.026,-1.939,2.878,,2.085,
UPS,🏦majority,0.031,5.382,0.003,0.594,0.413,-0.39,0.644,0.152,2.079,-1.243
UPST,🎰lottery,-1.568,19.905,0.16,-0.705,-2.372,-2.659,2.354,-6.568,6.785,-13.801
UPWK,⚡panic,-1.513,11.838,3.445,-2.056,0.87,-1.672,2.217,-1.247,-1.394,-7.21
URBN,🏦majority,0.338,7.876,3.482,-0.199,-0.338,-1.567,-1.492,0.311,-3.32,
USB,🏦majority,0.187,5.724,0.584,0.25,-0.098,-0.187,-0.489,1.401,0.306,
UTHR,🏦majority,0.548,6.272,1.595,0.21,-0.414,-0.824,1.851,0.46,-1.081,
V,🏦majority,0.567,4.062,1.52,-0.051,0.161,-0.546,1.681,0.052,-0.052,-7.329
VC,🏦majority,-0.109,7.076,2.675,0.042,-0.437,-0.653,2.561,-1.887,0.26,
VCEL,🏦majority,0.335,8.529,0.485,0.599,-0.352,-0.388,2.157,-5.139,0.598,
VCTR,🏦majority,1.227,6.591,4.939,-1.147,0.655,-0.603,0.808,-1.8,1.799,
VCYT,🎲chase,-0.409,11.675,2.456,-1.53,0.689,0.523,0.658,-1.253,0.48,
VECO,🏦majority,0.098,8.871,1.585,-0.149,-0.686,-0.098,-0.369,-3.091,-2.561,-3.742
VERA,⚡panic,-0.237,18.129,6.872,-0.948,-0.651,0.477,-1.132,-1.421,-0.458,
VERX,🎲chase,0.78,10.424,-0.332,0.036,1.481,-0.224,0.396,,-1.659,
VIAV,🎲chase,0.268,8.553,-0.006,-1.13,-1.307,-0.115,0.036,3.874,-1.174,
VICR,🎲chase,0.777,14.024,-0.813,-0.108,-0.834,-2.042,-2.17,-2.27,-2.452,-8.512
VIR,🎲chase,-1.548,12.829,-0.148,-0.217,3.281,-0.836,0.072,,-0.502,
VITL,🎲chase,-0.626,13.001,-1.488,-1.621,-0.395,3.678,0.233,2.794,-1.072,
VKTX,🎲chase,0.435,16.858,-1.519,0.685,0.321,0.061,-1.074,-2.467,-1.461,
VLO,🏦majority,1.295,7.236,2.218,0.003,0.813,0.104,0.683,2.378,-1.475,
VLY,🏦majority,0.082,6.948,0.302,0.075,1.359,-0.156,0.234,0.978,-4.137,
VNOM,🏦majority,0.463,6.601,4.895,0.746,-0.357,1.101,2.308,1.12,-2.034,
VRDN,🎲chase,0.041,14.379,2.384,-2.388,0.94,-2.11,0.572,-5.365,2.183,
VREX,🏦majority,-0.466,8.739,0.995,-0.378,-0.444,0.025,1.699,,1.561,
VRNS,🎲chase,0.992,10.007,0.604,-1.367,-0.058,-0.314,1.95,1.2,-0.026,
VRRM,🏦majority,0.376,7.279,0.384,0.765,-0.652,0.529,-0.337,-3.079,-0.847,
VRSK,🏦majority,0.428,5.011,0.384,-0.717,-0.479,0.115,-0.278,0.591,-0.221,
VRSN,🏦majority,0.451,5.026,0.901,-0.599,0.953,-0.032,-0.308,0.881,0.742,
VRTX,🏦majority,0.92,5.23,1.671,0.789,-0.835,-0.662,1.42,0.348,2.441,-1.252
VSAT,🎰lottery,-0.316,13.625,-1.11,0.056,-0.111,-1.322,-1.534,1.181,0.196,-12.328
VSEC,🏦majority,2.012,10.16,10.7,3.643,1.908,-2.181,,-0.348,-1.117,
VTRS,🏦majority,0.263,7.012,0.263,-1.143,0.164,0.351,0.245,-2.186,1.364,
VZ,🏦majority,-0.269,4.373,0.113,0.269,-0.409,-0.445,0.682,-1.202,1.429,-5.822
WABC,🏦majority,-0.062,5.087,-0.858,0.662,0.576,0.46,2.036,-0.352,0.134,
WAFD,🏦majority,-0.275,5.651,1.383,-0.099,1.156,1.761,2.329,-2.959,3.062,
WBA,🏦majority,-0.893,7.482,0.473,-0.399,-0.98,0.447,1.075,-0.94,2.088,
WBD,⚡panic,-0.276,11.026,2.982,0.118,-1.26,-0.496,3.249,,1.777,
WDAY,🏦majority,-0.51,7.359,0.856,0.044,0.293,-0.77,2.419,-2.27,-1.428,
WDC,🎲chase,1.606,10.821,1.031,-0.841,-0.409,0.279,-3.655,0.164,0.015,
WDFC,🏦majority,-0.357,5.642,1.217,-0.044,-0.149,-0.8,0.308,-0.273,-1.288,-6.191
WEN,🏦majority,-0.76,5.386,0.974,0.134,-1.396,-0.619,0.76,-0.525,-2.816,
WERN,🏦majority,-0.199,5.777,1.397,0.25,-0.712,-0.301,0.551,-0.331,0.576,
WFC,🏦majority,0.836,6.119,3.322,0.898,-0.036,-0.935,2.828,-1.653,-0.727,-4.288
WFRD,🎲chase,2.137,10.557,1.414,-1.222,1.07,-3.027,-2.116,5.406,3.559,-8.717
WINA,🏦majority,0.873,7.46,0.851,0.588,1.268,-1.003,-0.421,-1.431,-1.39,
WING,🎲chase,0.42,10.287,-0.321,-0.638,-0.216,1.263,-1.179,0.894,-2.419,0.354
WIX,🎰lottery,-0.636,11.885,1.65,-1.045,0.709,-0.247,2.234,2.754,-0.004,-11.207
WM,🏦majority,0.636,3.468,0.859,-0.327,-0.037,0.021,-0.044,0.176,-0.317,-3.808
WMG,🏦majority,-0.24,7.044,2.016,-1.496,-2.169,-0.227,1.947,-1.719,0.626,
WMT,🏦majority,0.923,4.263,0.322,0.135,0.898,0.199,0.599,0.882,1.597,
WPM,🏦majority,0.872,6.932,1.332,-0.276,-0.091,-1.133,1.732,2.138,-1.471,
WRLD,🏦majority,0.861,11.431,2.347,0.232,-0.579,-0.796,-0.81,,1.043,
WSBC,🏦majority,0.0,6.18,1.242,0.694,0.893,0.513,0.662,-0.022,-1.633,
WSC,🏦majority,0.236,8.067,1.464,0.498,0.118,-0.921,0.913,-1.058,0.099,-4.104
WSFS,🏦majority,0.156,6.626,-0.343,0.607,1.542,0.811,-0.115,0.287,-3.769,
WTFC,🏦majority,0.891,5.743,1.968,-0.006,0.959,0.329,1.968,0.102,0.523,
WTW,🏦majority,0.38,4.387,0.411,0.081,1.155,-0.313,0.945,-0.082,-0.497,
WWD,🏦majority,0.787,6.05,1.412,0.589,0.109,0.0,0.802,-0.912,-1.737,
WYNN,🏦majority,-0.536,8.003,1.295,0.417,-1.286,0.77,1.215,,-2.263,0.606
XEL,🏦majority,0.286,4.062,0.019,0.424,-0.35,-0.476,-0.982,,-0.778,
XENE,⚡panic,-0.154,9.983,3.708,1.04,-0.734,-1.764,2.632,2.422,1.264,
XMTR,🎰lottery,0.979,16.761,0.319,-0.711,-2.403,-2.587,-0.711,-4.367,-3.745,-12.814
XNCR,🎲chase,-1.642,11.065,-1.176,-0.694,-0.143,1.306,-0.754,0.4,-2.837,
